topic_model__doc_topic_prior,topic_model__n_components,topic_model__topic_word_prior,score
0.1,5,5.0,1533.1359081912462
0.1,5,6.5,1606.9226613240996
0.1,5,8.5,1674.9618894984546
0.1,5,10.0,1680.3476815001632
0.1,7,0.5,1197.5448253496545
0.1,7,1.0,1256.292778508572
0.1,7,2.5,1441.3243291079082
0.1,7,3.5,1526.0538300172393
0.1,7,5.0,1591.2644555125742
0.1,7,6.5,1651.7843611222931
0.1,7,8.5,1674.6879562818754
0.1,7,10.0,1635.377590805375
0.1,10,0.5,1288.8614915070495
0.1,10,1.0,1360.099974066147
0.1,10,2.5,1503.9928985886283
0.1,10,3.5,1528.032335196436
0.1,10,5.0,1580.299360844617
0.1,10,6.5,1633.4143699838803
0.1,10,8.5,1594.643959219678
0.1,10,10.0,1613.3851476926268
0.1,12,0.5,1338.9762853414038
0.1,12,1.0,1412.004224310461
0.1,12,2.5,1541.7717617063497
0.1,12,3.5,1584.999591957257
0.1,12,5.0,1581.0887127262895
0.1,12,6.5,1618.2254916689944
0.1,12,8.5,1651.1594217055172
0.1,12,10.0,1671.1333877838683
0.1,15,0.5,1394.1919952835842
0.1,15,1.0,1460.884784051153
0.1,15,2.5,1560.8133287309017
0.1,15,3.5,1589.793750757815
0.1,15,5.0,1626.2201184970545
0.1,15,6.5,1664.2675057648655
0.1,15,8.5,1654.6955398009236
0.1,15,10.0,1618.9584902958934
0.1,17,0.5,1450.6149673601415
0.1,17,1.0,1511.892511425182
0.1,17,2.5,1588.9603711183101
0.1,17,3.5,1610.8822574500873
0.1,17,5.0,1641.1040141100116
0.1,17,6.5,1656.7623584842004
0.1,17,8.5,1637.1023929945145
0.1,17,10.0,1620.3223639332127
0.1,20,0.5,1498.834028094113
0.1,20,1.0,1539.7063026871422
0.1,20,2.5,1583.3675689369525
0.1,20,3.5,1606.5456840602753
0.1,20,5.0,1637.8937090731529
0.1,20,6.5,1659.0293141594516
0.1,20,8.5,1653.8147785792821
0.1,20,10.0,1652.1237250216036
0.1,22,0.5,1535.3949226308116
0.1,22,1.0,1549.3736226636763
0.1,22,2.5,1614.493176248789
0.1,22,3.5,1623.3389179212857
0.1,22,5.0,1675.3370599513505
0.1,22,6.5,1684.8554855921152
0.1,22,8.5,1692.108765555848
0.1,22,10.0,1650.1345016896933
0.1,25,0.5,1595.2078453030717
0.1,25,1.0,1593.440716061704
0.1,25,2.5,1618.714504665099
0.1,25,3.5,1647.011855497453
0.1,25,5.0,1698.6045448245688
0.1,25,6.5,1712.0719692200164
0.1,25,8.5,1701.9325220983453
0.1,25,10.0,1683.9370114738347
0.1,27,0.5,1602.9766861671103
0.1,27,1.0,1599.2810251865762
0.1,27,2.5,1628.132025544341
0.1,27,3.5,1646.8721595280408
0.1,27,5.0,1680.9377927957248
0.1,27,6.5,1692.0184976040423
0.1,27,8.5,1704.0218327295486
0.1,27,10.0,1680.1463083709466
0.1,30,0.5,1641.804778979659
0.1,30,1.0,1639.6507502059303
0.1,30,2.5,1642.9547089139446
0.1,30,3.5,1649.8430651164228
0.1,30,5.0,1683.8247387401211
0.1,30,6.5,1699.001230703953
0.1,30,8.5,1702.5515719989137
0.1,30,10.0,1700.6757334894155
0.1,32,0.5,1681.6734478341325
0.1,32,1.0,1658.2837222382573
0.1,32,2.5,1677.3367345521176
0.1,32,3.5,1672.3070425610026
0.1,32,5.0,1693.8444544728798
0.1,32,6.5,1703.8705204992286
0.1,32,8.5,1668.6293637861334
0.1,32,10.0,1663.2054729024244
0.1,35,0.5,1718.2444245816412
0.1,35,1.0,1677.5247545094949
0.1,35,2.5,1686.2700929136602
0.1,35,3.5,1672.689606260564
0.1,35,5.0,1704.689745099227
0.1,35,6.5,1714.8338323293908
0.1,35,8.5,1725.9277395300014
0.1,35,10.0,1683.014748416202
0.1,37,0.5,1756.803615537537
0.1,37,1.0,1687.9719306498087
0.1,37,2.5,1690.5754868229346
0.1,37,3.5,1719.088805906854
0.1,37,5.0,1737.6133343081274
0.1,37,6.5,1730.4451482126121
0.1,37,8.5,1726.765498842539
0.1,37,10.0,1732.5097131349125
0.1,40,0.5,1768.3274164057032
0.1,40,1.0,1724.6584224245864
0.1,40,2.5,1719.0721136742263
0.1,40,3.5,1746.8317395278532
0.1,40,5.0,1742.2483715517599
0.1,40,6.5,1712.8332628310702
0.1,40,8.5,1724.114850388271
0.1,40,10.0,1740.0813515310463
0.1,42,0.5,1787.5468153613383
0.1,42,1.0,1716.807699313374
0.1,42,2.5,1700.968240459762
0.1,42,3.5,1730.7923600228364
0.1,42,5.0,1751.7080183730359
0.1,42,6.5,1732.999153302559
0.1,42,8.5,1738.5670876170432
0.1,42,10.0,1763.058312673468
0.1,45,0.5,1797.7262123609312
0.1,45,1.0,1733.69888763802
0.1,45,2.5,1688.5286939790985
0.1,45,3.5,1718.8074803968368
0.1,45,5.0,1761.2917895594455
0.1,45,6.5,1772.619744903985
0.1,45,8.5,1715.614923807489
0.1,45,10.0,1723.0921329113742
0.1,47,0.5,1822.2503631196673
0.1,47,1.0,1727.9211274001857
0.1,47,2.5,1727.154475636447
0.1,47,3.5,1747.7631700459883
0.1,47,5.0,1753.053490626729
0.1,47,6.5,1752.8141218652916
0.1,47,8.5,1757.5426052749467
0.1,47,10.0,1779.3255014894476
0.1,50,0.5,1861.4973169314915
0.1,50,1.0,1747.43514183828
0.1,50,2.5,1730.3267648810208
0.1,50,3.5,1759.6622477497003
0.1,50,5.0,1759.1251891903128
0.1,50,6.5,1769.1719821173324
0.1,50,8.5,1762.4835725541948
0.1,50,10.0,1785.9657260026347
